diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,NofGenes,NofPmids
C0268351,"Cutis Laxa, Autosomal Recessive, Type I",disease,C16;C17,Disease or Syndrome; Congenital Abnormality,2,0
C2931213,"Usher syndrome, type 2C",disease,C23;C16;C11;C10;C09,Disease or Syndrome,4,0
C4693479,POLYCYSTIC LIVER DISEASE 4 WITH OR WITHOUT KIDNEY CYSTS,disease,,Disease or Syndrome,1,0
C2675481,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 10",disease,,Finding,166,0
C1847967,OVARIOLEUKODYSTROPHY,disease,C13;C10;C19,Disease or Syndrome,7,0
C1851481,Erythrokeratodermia with ataxia,disease,C23;C16;C17;C10,Disease or Syndrome,1,0
C3151303,"Obesity, Hyperphagia, and Developmental Delay",disease,C23;C18;F03,Disease or Syndrome,2,0
C0406704,Rudiger syndrome 1,disease,C16;C17;C05;C07,Disease or Syndrome,10,0
C0342870,Bifunctional peroxisomal enzyme deficiency,phenotype,C23;C16;C13;C12;C10;C19;C09,Pathologic Function,2,0
C1858328,"Bile acid synthesis defect, congenital, 4",disease,C16;C06;C18,Disease or Syndrome,2,0
C3280381,HYPERMETHIONINEMIA DUE TO ADENOSINE KINASE DEFICIENCY,disease,,Disease or Syndrome,1,0
C4310812,IMMUNODEFICIENCY 50,disease,,Disease or Syndrome,1,0
C0268281,Infantile neuronal ceroid lipofuscinosis,disease,C16;C18;C10,Disease or Syndrome,22,0
C1857344,Split-Hand-Foot Malformation With Sensorineural Hearing Loss,disease,C23;C16;C05;C10;C09,Disease or Syndrome; Congenital Abnormality,3,0
C1858593,"Limb-girdle muscular dystrophy, type 2E",disease,C16;C05;C08;C10;C14,Disease or Syndrome,5,0
C2752042,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi",disease,C16;C04;C05;C14,Disease or Syndrome,1,0
C1837026,MEACHAM SYNDROME (disorder),disease,C16;C13;C12;C19,Disease or Syndrome,1,0
C3554448,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 18",disease,,Disease or Syndrome,1,0
C0410174,Fukuyama Type Congenital Muscular Dystrophy,disease,C16;C11;C10,Disease or Syndrome,35,0
C1961835,"Gaucher Disease, Type 1",disease,C16;C18;C10,Disease or Syndrome,48,0
C4551962,"ACNE INVERSA, FAMILIAL, 1",disease,C01;C17,Disease or Syndrome,1,0
C0268468,"Dystonia, Dopa-Responsive, due to Sepiapterin Reductase Deficiency",disease,C23;C16;C18;C10;F01,Disease or Syndrome,10,0
C1849507,"Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to",disease,C16;C15,Disease or Syndrome,1,0
C4521680,"DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION",disease,,Disease or Syndrome,1,0
C4014722,"STING-ASSOCIATED VASCULOPATHY, INFANTILE-ONSET",disease,,Disease or Syndrome,3,0
C3280133,PARKINSON DISEASE 17,disease,,Disease or Syndrome,1,0
C4014767,"HYPERLIPOPROTEINEMIA, TYPE ID",disease,,Disease or Syndrome,1,0
C1836050,"Filaminopathy, autosomal dominant",disease,C16;C05;C10,Disease or Syndrome,1,0
C1970848,Phosphoglycerate Kinase 1 Deficiency,disease,C16;C18,Disease or Syndrome,3,0
C4749014,"NEURODEVELOPMENTAL DISORDER WITH IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND ATAXIA",disease,,Disease or Syndrome,1,0
C0265242,Otocephaly,disease,C16;C05,Congenital Abnormality,4,0
C1641846,Groenouw corneal dystrophy type I (disorder),disease,C16;C11,Disease or Syndrome,1,0
C1851443,Cerebrooculofacioskeletal Syndrome 3,disease,C16;C18;C05;C10,Disease or Syndrome,2,0
C1868672,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE",disease,C13;C12,Disease or Syndrome,31,0
C1853286,"Erythrocytosis, Familial, 3",disease,C15,Disease or Syndrome,1,0
C4017171,"TRICHOTHIODYSTROPHY 3, PHOTOSENSITIVE",disease,,Disease or Syndrome,1,0
C1845095,"DEAFNESS, X-LINKED 5 (disorder)",disease,C23;C16;C10;C09,Disease or Syndrome,1,0
C1847987,HUNTINGTON DISEASE-LIKE 2,disease,C23;C16;C10;F03,Disease or Syndrome,18,0
C1843153,"Charcot-Marie-Tooth disease, Type 2J",disease,C23;C16;C10;C09,Disease or Syndrome,1,0
C4551995,Mitochondrial DNA Depletion Syndrome 1,disease,,Disease or Syndrome,4,0
C4551624,Idiopathic basal ganglia calcification 1,disease,C18;C10,Disease or Syndrome,6,0
C0432215,Progressive pseudorheumatoid dysplasia,disease,C05,Congenital Abnormality,64,0
C1869118,"HYPOTHYROIDISM, CONGENITAL, DUE TO THYROID DYSGENESIS",disease,C16;C05;C19,Congenital Abnormality,2,0
C1832388,"Platelet Disorder, Familial, with Associated Myeloid Malignancy",disease,C16;C04;C15,Disease or Syndrome,4,0
C3668942,Atelosteogenesis Type 3,disease,C16;C05,Congenital Abnormality,1,0
C4693609,"AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25",phenotype,,Finding,1,0
C0546264,Congenital Fiber Type Disproportion,disease,C05;C10,Congenital Abnormality,33,0
C3150343,"HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY",disease,,Disease or Syndrome,1,0
C0268125,Purine-nucleoside phosphorylase deficiency,disease,C16;C18;C20,Disease or Syndrome,4,0
C3151443,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 2",disease,,Disease or Syndrome,1,0
C3150989,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Q",disease,,Disease or Syndrome,1,0
C3151417,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 6",phenotype,,Finding,2,0
C0342283,Hyperproinsulinemia,disease,C18;C19,Disease or Syndrome,6,0
C0279626,Squamous cell carcinoma of esophagus,disease,C06;C04,Neoplastic Process,2053,0
C4225221,RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA 2,disease,,Disease or Syndrome,1,0
C0242292,McCune-Albright Syndrome,disease,C05,Disease or Syndrome,45,0
C1853396,Primary lateral sclerosis juvenile,disease,C10,Disease or Syndrome,2,0
C1847720,Hypermethioninemia due to deficiency of glycine N-methyltransferase,disease,C16;C18,Disease or Syndrome,3,0
C3809104,"SYMPHALANGISM, PROXIMAL, 1B",disease,,Disease or Syndrome,3,0
C1842197,"Charcot-Marie-Tooth Disease, Recessive Intermediate A",disease,C16;C10,Disease or Syndrome,1,0
C3665333,Keratitis-Ichthyosis-Deafness Syndrome,disease,C11,Disease or Syndrome,5,0
C0265325,Turcot syndrome (disorder),disease,C16;C06;C04;C10,Disease or Syndrome,77,0
C2678338,"SPHEROCYTOSIS, TYPE 3 (disorder)",disease,C16;C15,Disease or Syndrome,1,0
C4225265,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2W",disease,,Disease or Syndrome,1,0
C3810090,L-FERRITIN DEFICIENCY,disease,,Disease or Syndrome,1,0
C0432225,Metaphyseal chondrodysplasia Spahr type,disease,C16;C05,Disease or Syndrome,1,0
C0410180,Eichsfeld type congenital muscular dystrophy,disease,C16;C05;C10,Disease or Syndrome,10,0
C3280856,"ICHTHYOSIS, SPASTIC QUADRIPLEGIA, AND MENTAL RETARDATION",disease,,Disease or Syndrome,1,0
C0265552,Congenital macrodactylia,disease,C16;C05,Congenital Abnormality,10,0
C1851710,LATERAL MENINGOCELE SYNDROME,disease,C23;C16;C10,Disease or Syndrome,118,0
C1802395,Congenital muscular hypertrophy-cerebral syndrome,disease,C16;C10,Disease or Syndrome,5,0
C1860042,Antley-Bixler Syndrome with Disordered Steroidogenesis,disease,C16;C18;C05,Disease or Syndrome,6,0
C3280099,CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME,disease,,Disease or Syndrome,1,0
C0752125,Spinocerebellar Ataxia Type 7,disease,C16;C10,Disease or Syndrome,78,0
C3541518,"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT",disease,,Disease or Syndrome,1,0
C4721887,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2A2A",disease,C16;C10,Disease or Syndrome,1,0
C1848634,"USHER SYNDROME, TYPE IIA",disease,C23;C16;C11;C10;C09,Disease or Syndrome,4,0
C1837974,"Corneal Dystrophy, Lattice Type IIIA",disease,C16;C11,Disease or Syndrome,1,0
C3280587,"AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE",disease,,Disease or Syndrome,1,0
C0410173,Severe autosomal recessive muscular dystrophy of childhood - North African type (disorder),disease,C16;C05;C08;C10;C14,Disease or Syndrome,14,0
C1857069,SCHOPF-SCHULZ-PASSARGE SYNDROME (disorder),disease,C16;C04;C11;C17;C07,Disease or Syndrome,1,0
C1855869,"Autoimmune Polyendocrinopathy Syndrome, Type I, Autosomal Dominant",disease,C20;C19,Disease or Syndrome,1,0
C3539916,"MYOCLONUS, FAMILIAL CORTICAL",disease,,Disease or Syndrome,1,0
C3711387,Autosomal Recessive Primary Microcephaly,disease,C16;C05;C10,Disease or Syndrome,33,0
C2751313,CLAPO Syndrome,disease,C16;C15;C14,Disease or Syndrome; Congenital Abnormality,1,0
C0268413,Adult hypophosphatasia (disorder),disease,C16;C18,Disease or Syndrome,9,0
C3809971,ASPARAGINE SYNTHETASE DEFICIENCY,disease,,Disease or Syndrome,1,0
C4015276,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 4,disease,,Disease or Syndrome,1,0
C0268548,Hyperargininemia,phenotype,C16;C18;C10,Disease or Syndrome,11,0
C4085873,LUSCAN-LUMISH SYNDROME,disease,,Disease or Syndrome,6,0
C0268138,"Xeroderma Pigmentosum, Complementation Group D",disease,C16;C04;C18;C17,Disease or Syndrome,70,0
C0268467,"Hyperphenylalaninemia, BH4-Deficient, B",disease,C16;C18;C10,Disease or Syndrome,4,0
C0432230,Langer Mesomelic Dysplasia Syndrome,disease,C23;C16;C05,Disease or Syndrome,12,0
C1969653,MUNGAN SYNDROME,disease,C06;C04,Disease or Syndrome,15,0
C3489396,"Hypogonadism, Isolated Hypogonadotropic",disease,C19,Disease or Syndrome,42,0
C1859372,Calcification of Joints and Arteries,disease,C18;C05;C14,Disease or Syndrome,3,0
C4551864,VAN DER WOUDE SYNDROME 1,disease,C23;C16;C04;C05;C07,Disease or Syndrome,2,0
C3151077,"AORTIC ANEURYSM, FAMILIAL THORACIC 7",disease,,Disease or Syndrome,2,0
C3280970,PORENCEPHALY 2,disease,,Disease or Syndrome,1,0
C1844862,Abruzzo Erickson syndrome,disease,C23;C16;C05;C10;C07;C09,Disease or Syndrome,2,0
C4225339,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2",disease,,Disease or Syndrome,1,0
C3151519,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3",disease,C16;C05;C10,Disease or Syndrome,1,0
C1328349,Neuropathy ataxia and retinis pigmentosa,disease,C16;C18;C11;C05;C10,Disease or Syndrome,7,0
C3463824,MYELODYSPLASTIC SYNDROME,group,C15,Neoplastic Process,1033,0
C1855116,"Methylmalonic Aciduria, mut(-) Type",disease,C16;C18,Disease or Syndrome,1,0
C2751083,Brugada Syndrome 8,disease,C16;C14,Disease or Syndrome,1,0
C1848599,VACTERL Association With Hydrocephalus,disease,C16;C06;C05;C10;C14,Disease or Syndrome,5,0
C0398621,Hypoplasminogenemia,disease,C15,Disease or Syndrome,9,0
C2931244,"Craniometaphyseal dysplasia, autosomal recessive type",disease,C16;C05,Disease or Syndrome,2,0
C0338656,Impaired cognition,disease,F03,Mental or Behavioral Dysfunction,1630,0
C1096902,Infantile Sialic Acid Storage Disease,disease,C16;C18;C10,Disease or Syndrome,2,0
C0399368,"Amelogenesis Imperfecta, Type IB",disease,C16;C07,Disease or Syndrome,6,0
C0752120,Spinocerebellar Ataxia Type 1,disease,C16;C10,Disease or Syndrome,102,0
C3281201,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 12",disease,C23;C16;C05;C10;F03;C07;F01,Disease or Syndrome,6,0
C0342474,Lipoid congenital adrenal hyperplasia,disease,C16;C18;C13;C12;C19,Disease or Syndrome,5,0
C4747646,LYMPHATIC MALFORMATION 3,disease,,Disease or Syndrome,1,0
C1835437,"Platyspondylic Lethal Skeletal Dysplasia, Torrance Type",disease,C16;C05,Disease or Syndrome,1,0
C0740457,Malignant neoplasm of kidney,disease,C04;C13;C12,Neoplastic Process,664,0
C4225367,"MYASTHENIC SYNDROME, CONGENITAL, 11, ASSOCIATED WITH ACETYLCHOLINE RECEPTOR DEFICIENCY",disease,,Disease or Syndrome,1,0
C2676271,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 3 (disorder)",disease,C14,Disease or Syndrome,1,0
C4225256,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 35",disease,,Disease or Syndrome,1,0
C0684249,Carcinoma of lung,disease,C04;C08,Neoplastic Process,4081,0
C1860707,TUBEROUS SCLEROSIS 2 (disorder),disease,C16;C04;C10,Disease or Syndrome,43,0
C0334121,Inflammatory Myofibroblastic Tumor,disease,C23,Neoplastic Process,92,0
C3152204,"MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIBILITY TO, 8",disease,,Finding,2,0
C1336708,Testicular Germ Cell Tumor,disease,C04;C12;C19,Neoplastic Process,208,0
C0265246,Townes syndrome,disease,C23;C16;C06;C10;C09,Disease or Syndrome,4,0
C1836460,"Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Dominant, 2",disease,C23;C18;C11;C05;C10,Disease or Syndrome,1,0
C1838625,Warburg Sjo Fledelius syndrome,disease,C23;C16;C11;C05;C10;C19;F03;F01,Disease or Syndrome,16,0
C1847024,"ALBINISM, OCULOCUTANEOUS, TYPE IB (disorder)",disease,C16;C18;C11;C17,Disease or Syndrome,1,0
C0265961,Erythrokeratodermia variabilis,disease,C16;C17,Disease or Syndrome,13,0
C3279690,MOYAMOYA DISEASE 5,disease,,Disease or Syndrome,3,0
C1851402,Exudative vitreoretinopathy 1,disease,C16;C11,Disease or Syndrome,6,0
C4551996,Auriculocondylar syndrome 1,disease,C09,Disease or Syndrome,4,0
C0432122,Interfrontal craniofaciosynostosis,disease,C16;C05,Congenital Abnormality,7,0
C3150898,"CARDIOMYOPATHY, DILATED, 1GG",disease,,Disease or Syndrome,1,0
C0242387,Mandibulofacial Dysostosis,disease,C16;C11;C05,Disease or Syndrome,42,0
C1845073,"INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2 (disorder)",disease,C01;C20,Disease or Syndrome,1,0
C0268350,"Cutis Laxa, Autosomal Dominant",disease,C16;C17,Disease or Syndrome,3,0
C4551495,"Hypophosphatemic Rickets, Autosomal Recessive, 1",disease,C16;C18;C13;C05;C12,Disease or Syndrome,1,0
C0268301,Reifenstein Syndrome,disease,C16;C13;C12;C19,Disease or Syndrome,11,0
C1859353,"Candidiasis, Familial, 2",disease,C01;C17,Disease or Syndrome,2,0
C0917713,Becker Muscular Dystrophy,disease,C16;C05;C10,Disease or Syndrome,86,0
C4310768,"AUTOIMMUNE DISEASE, MULTISYSTEM, INFANTILE-ONSET, 2",disease,,Disease or Syndrome,82,0
C4048195,Autosomal dominant hypocalcemia,disease,C16;C18,Disease or Syndrome,29,0
C1861828,"Cataract, Zonular Pulverulent 1",disease,C11,Disease or Syndrome,3,0
C1861366,"SYNDACTYLY, TYPE III",disease,C16;C05,Disease or Syndrome,1,0
C3887487,Postaxial polydactyly type A,disease,C16;C05,Disease or Syndrome,20,0
C1860823,"Trichorhinophalangeal Syndrome, Type III",disease,C23;C16;C17;C05,Disease or Syndrome,6,0
C1863753,LIMB-MAMMARY SYNDROME,disease,C16;C05,Disease or Syndrome,120,0
C0432292,Familial expansile osteolysis,disease,C05,Congenital Abnormality,5,0
C1837174,"HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMILIAL, 3",disease,C15,Disease or Syndrome,2,0
C1970309,"Renal Tubular Acidosis, Proximal, With Ocular Abnormalities And Mental Retardation",disease,C23;C16;C18;C13;C11;C12;C10;F03;F01,Disease or Syndrome,1,0
C0265345,Lymphedema distichiasis syndrome,disease,C15,Disease or Syndrome,9,0
C0342881,Familial hypercholesterolemia - homozygous,disease,C16;C18,Disease or Syndrome,23,0
C1845359,"Spinal Muscular Atrophy, Distal, X-Linked 3",disease,C16;C10,Disease or Syndrome,2,0
C3160718,"PARKINSON DISEASE, LATE-ONSET",disease,,Disease or Syndrome,247,0
C1869123,Limb-girdle muscular dystrophy type 2A,disease,C16;C05;C10,Disease or Syndrome,18,0
C0340493,Paroxysmal familial ventricular fibrillation,disease,C23;C14,Disease or Syndrome,18,0
C1836076,"Amyotrophic Lateral Sclerosis, Chmp2B-Related",disease,C18;C10,Disease or Syndrome,1,0
C0265289,Metaphyseal chondrodysplasia Schmid type,disease,C16;C05,Disease or Syndrome,12,0
C1848030,Hypotonia-Cystinuria Syndrome,disease,C23;C16;C18;C13;C05;C12;C10;F03;F01,Disease or Syndrome,6,0
C3553248,"MENTAL RETARDATION, AUTOSOMAL DOMINANT 15",disease,,Disease or Syndrome,1,0
C1836027,"Deafness, Autosomal Recessive 23",disease,C23;C10;C09,Disease or Syndrome,1,0
C1855849,"Bartter syndrome, antenatal , type 2",disease,C13;C12;C19,Disease or Syndrome,1,0
C0241908,"Hematuria, Benign Familial",disease,C23;C13;C12,Disease or Syndrome,11,0
C4310749,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 26",disease,,Disease or Syndrome,1,0
C1853445,"PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET",disease,C10,Disease or Syndrome,4,0
C0431375,Classical Lissencephaly,disease,C16;C10,Disease or Syndrome,25,0
C4551973,Miyoshi Muscular Dystrophy 1,disease,C23;C16;C05;C10,Disease or Syndrome,7,0
C1834692,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIA",disease,C16;C10,Disease or Syndrome,1,0
C1855565,Pyruvate Dehydrogenase E2 Deficiency,disease,C16;C18;C10,Disease or Syndrome,1,0
C3715192,"ANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME",disease,,Disease or Syndrome,1,0
C2751681,"NEUROBLASTOMA, SUSCEPTIBILITY TO, 3",disease,,Finding,1,0
C0399378,Dentinogenesis imperfecta - Shield's type III (disorder),disease,C16;C07,Congenital Abnormality,3,0
C0398746,Gluthathione synthetase deficiency,disease,C16;C18,Disease or Syndrome,2,0
C0878676,6-pyruvoyl-tetrahydropterin synthase deficiency,disease,C16;C18;C10,Disease or Syndrome,5,0
C1866077,"MALIGNANT HYPERTHERMIA, SUSCEPTIBILITY TO, 5",phenotype,,Finding,1,0
C3807327,"ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1",disease,,Disease or Syndrome,1,0
C1283400,Butyrylcholinesterase deficiency,disease,C23;C16;C18;C08,Disease or Syndrome,1,0
C0340968,Deficiency of pyruvate kinase,disease,C16;C18;C15,Disease or Syndrome,10,0
C3279695,"ATRIAL FIBRILLATION, FAMILIAL, 12",disease,,Disease or Syndrome,1,0
C1333990,Hereditary Nonpolyposis Colorectal Cancer,disease,C16;C06;C04;C18,Neoplastic Process,174,0
C0406778,Dermatopathia pigmentosa reticularis,disease,C23;C04;C17,Congenital Abnormality,3,0
C2919796,Glycogen storage disease type Ia,disease,C16;C18,Disease or Syndrome,10,0
C1848336,Dent disease 1,disease,C16;C13;C12,Disease or Syndrome,3,0
C1720860,"Familial Partial Lipodystrophy, Type 2",disease,C18;C17,Disease or Syndrome,16,0
C1844776,"CONE-ROD DYSTROPHY, X-LINKED, 1",disease,C16;C11,Disease or Syndrome,1,0
C0268616,Gamma-cystathionase deficiency,disease,C16;C18,Disease or Syndrome,5,0
C1275114,Epidermolysis Bullosa Pruriginosa,disease,C16;C17,Disease or Syndrome,3,0
C2751683,Hirschsprung disease ganglioneuroblastoma,disease,C16;C06;C04,Disease or Syndrome,1,0
C1833683,"NEPHROLITHIASIS, CALCIUM OXALATE",disease,C13;C12,Disease or Syndrome,33,0
C1843183,"Charcot-Marie-Tooth disease, Type 4A, axonal form",disease,C16;C10,Disease or Syndrome,2,0
C1864100,"PSEUDOHYPOPARATHYROIDISM, TYPE IB",disease,C16;C18;C05,Disease or Syndrome,13,0
C1864902,"Hyperinsulinemic hypoglycemia, familial, 7",disease,C18,Disease or Syndrome,1,0
C1838100,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3 (disorder)",disease,C18;C19,Disease or Syndrome,12,0
C1843028,"Deafness, Autosomal Recessive 37",disease,C23;C10;C09,Disease or Syndrome,1,0
C2675525,"FOCAL SEGMENTAL GLOMERULOSCLEROSIS 4, SUSCEPTIBILITY TO",disease,,Finding,1,0
C3809645,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5",disease,,Disease or Syndrome,1,0
C1837750,Oligodontia-Colorectal Cancer Syndrome,disease,C16;C06;C04;C07,Neoplastic Process,1,0
C4551957,"Epilepsy, Familial Temporal Lobe 1",disease,C23;C10;F03,Disease or Syndrome,7,0
C1866174,Phosphoglycerate Dehydrogenase Deficiency,disease,C23;C16;C18;C05;C10;F01,Disease or Syndrome,7,0
C1858028,WOLFRAM SYNDROME 2,disease,C23;C18;C11;C10;C09,Disease or Syndrome,7,0
C1862941,"Amyotrophic Lateral Sclerosis, Sporadic",disease,C18;C10,Disease or Syndrome,173,0
C1845146,"Holoprosencephaly, Ectrodactyly, and Bilateral Cleft Lip-Palate",disease,C23;C16;C05;C10;F03;C07;F01,Congenital Abnormality,1,0
C1836706,"Hyperthyroidism, Nonautoimmune",disease,C19,Disease or Syndrome,1,0
C3151055,"ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE",disease,,Disease or Syndrome,2,0
C2750785,"MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED (disorder)",disease,C16;C05;C10,Disease or Syndrome,1,0
C4554421,"AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 3",disease,,Disease or Syndrome,1,0
C1970253,Phosphoserine Aminotransferase Deficiency,disease,C23;C16;C05;C10;F01,Disease or Syndrome,2,0
C2677549,"Hypouricemia, Renal, 2",disease,C16;C18;C13;C12,Disease or Syndrome,2,0
C4014742,MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 3,disease,,Disease or Syndrome,1,0
C4225423,"REDUCING BODY MYOPATHY, X-LINKED 1A, SEVERE, WITH INFANTILE OR EARLY CHILDHOOD ONSET",disease,,Disease or Syndrome,1,0
C2751764,"CONE-ROD DYSTROPHY, AIPL1-RELATED (disorder)",disease,C11,Disease or Syndrome,1,0
C4085582,"MENTAL RETARDATION, X-LINKED 102",disease,,Disease or Syndrome,1,0
C0241005,Creatine phosphokinase serum increased,phenotype,,Finding,228,0
C1836474,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 7",disease,C16;C10,Disease or Syndrome,1,0
C4225231,"TOOTH AGENESIS, SELECTIVE, 7",disease,,Disease or Syndrome,2,0
C3150914,MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE),disease,,Disease or Syndrome,2,0
C4479236,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52",disease,,Disease or Syndrome,1,0
C1859726,ARTERIAL TORTUOSITY SYNDROME,disease,C16;C17;C05;C14,Disease or Syndrome,37,0
C3280943,ATRIAL SEPTAL DEFECT 9,disease,,Disease or Syndrome; Congenital Abnormality,1,0
C0339534,Usher syndrome type 2,disease,C23;C16;C11;C10;C09,Disease or Syndrome,8,0
C1836447,Nemaline myopathy 4,disease,C05;C10,Disease or Syndrome,1,0
C1845546,FG SYNDROME 4 (disorder),disease,C23;C16;C06;C10,Disease or Syndrome,3,0
C0268575,Isovaleryl-CoA dehydrogenase deficiency,disease,C16;C18,Disease or Syndrome,22,0
C2931767,"Deafness, autosomal dominant nonsyndromic sensorineural 22",disease,C23;C10;C09,Disease or Syndrome,1,0
